user_id,attendance_timestamp,event_id,event_name,event_type,attendance_status,event_date
USER021,2026-06-02 13:28:00,EVT027,Capacitacion Servicio,Cultural,checked_in,2026-06-02
USER022,2026-06-02 09:47:00,EVT027,Capacitacion Servicio,Cultural,checked_in,2026-06-02
USER023,2026-06-02 18:30:00,EVT027,Capacitacion Servicio,Cultural,checked_in,2026-06-02
USER024,2026-06-02 11:16:00,EVT027,Capacitacion Servicio,Cultural,checked_in,2026-06-02
USER019,2026-06-03 18:15:00,EVT028,Sesión Mentoría,Deportivo,checked_in,2026-06-03
USER020,2026-06-03 18:40:00,EVT028,Sesión Mentoría,Deportivo,checked_in,2026-06-03
USER021,2026-06-03 10:49:00,EVT028,Sesión Mentoría,Deportivo,checked_in,2026-06-03
USER022,2026-06-03 18:33:00,EVT028,Sesión Mentoría,Deportivo,checked_in,2026-06-03
USER023,2026-06-03 11:40:00,EVT028,Sesión Mentoría,Deportivo,checked_in,2026-06-03
USER024,2026-06-03 09:17:00,EVT028,Sesión Mentoría,Deportivo,checked_in,2026-06-03
USER025,2026-06-03 11:04:00,EVT028,Sesión Mentoría,Deportivo,checked_in,2026-06-03
USER026,2026-06-03 16:18:00,EVT028,Sesión Mentoría,Deportivo,checked_in,2026-06-03
USER027,2026-06-03 09:17:00,EVT028,Sesión Mentoría,Deportivo,checked_in,2026-06-03
USER028,2026-06-03 10:20:00,EVT028,Sesión Mentoría,Deportivo,checked_in,2026-06-03
USER023,2026-06-03 09:14:00,EVT029,Torneo Ajedrez,Emprendimiento,checked_in,2026-06-03
USER024,2026-06-03 11:44:00,EVT029,Torneo Ajedrez,Emprendimiento,checked_in,2026-06-03
USER025,2026-06-03 09:45:00,EVT029,Torneo Ajedrez,Emprendimiento,checked_in,2026-06-03
USER026,2026-06-03 09:04:00,EVT029,Torneo Ajedrez,Emprendimiento,checked_in,2026-06-03
USER027,2026-06-03 11:26:00,EVT029,Torneo Ajedrez,Emprendimiento,checked_in,2026-06-03
USER028,2026-06-03 10:34:00,EVT029,Torneo Ajedrez,Emprendimiento,checked_in,2026-06-03
USER029,2026-06-03 11:26:00,EVT029,Torneo Ajedrez,Emprendimiento,checked_in,2026-06-03
USER030,2026-06-03 08:13:00,EVT029,Torneo Ajedrez,Emprendimiento,checked_in,2026-06-03
USER031,2026-06-03 18:26:00,EVT029,Torneo Ajedrez,Emprendimiento,checked_in,2026-06-03
USER032,2026-06-03 11:49:00,EVT029,Torneo Ajedrez,Emprendimiento,checked_in,2026-06-03
USER099,2026-06-03 13:44:00,EVT029,Torneo Ajedrez,Emprendimiento,checked_in,2026-06-03
USER092,2026-06-03 08:54:00,EVT029,Torneo Ajedrez,Emprendimiento,checked_in,2026-06-03
USER093,2026-06-03 18:36:00,EVT029,Torneo Ajedrez,Emprendimiento,checked_in,2026-06-03
USER027,2026-06-04 11:30:00,EVT030,Concierto Campus,Recreativo,checked_in,2026-06-04
USER028,2026-06-04 08:22:00,EVT030,Concierto Campus,Recreativo,checked_in,2026-06-04
USER029,2026-06-04 10:48:00,EVT030,Concierto Campus,Recreativo,checked_in,2026-06-04
USER030,2026-06-04 11:54:00,EVT030,Concierto Campus,Recreativo,checked_in,2026-06-04
USER031,2026-06-04 18:26:00,EVT030,Concierto Campus,Recreativo,checked_in,2026-06-04
USER032,2026-06-04 13:47:00,EVT030,Concierto Campus,Recreativo,checked_in,2026-06-04
USER033,2026-06-04 16:34:00,EVT030,Concierto Campus,Recreativo,checked_in,2026-06-04
USER034,2026-06-04 18:38:00,EVT030,Concierto Campus,Recreativo,checked_in,2026-06-04
USER035,2026-06-04 09:31:00,EVT030,Concierto Campus,Recreativo,checked_in,2026-06-04
USER036,2026-06-04 09:17:00,EVT030,Concierto Campus,Recreativo,checked_in,2026-06-04
USER031,2026-06-04 11:31:00,EVT031,Jornada Salud,Academico,checked_in,2026-06-04
USER032,2026-06-04 08:24:00,EVT031,Jornada Salud,Academico,checked_in,2026-06-04
USER033,2026-06-04 10:42:00,EVT031,Jornada Salud,Academico,checked_in,2026-06-04
USER034,2026-06-04 16:51:00,EVT031,Jornada Salud,Academico,checked_in,2026-06-04
USER035,2026-06-04 11:46:00,EVT031,Jornada Salud,Academico,checked_in,2026-06-04
USER036,2026-06-04 09:53:00,EVT031,Jornada Salud,Academico,checked_in,2026-06-04
USER037,2026-06-04 11:08:00,EVT031,Jornada Salud,Academico,checked_in,2026-06-04
USER038,2026-06-04 13:34:00,EVT031,Jornada Salud,Academico,checked_in,2026-06-04
USER039,2026-06-04 08:25:00,EVT031,Jornada Salud,Academico,checked_in,2026-06-04
USER040,2026-06-04 13:36:00,EVT031,Jornada Salud,Academico,checked_in,2026-06-04
USER035,2026-06-05 16:01:00,EVT032,Expo Arquitectura,Cultural,checked_in,2026-06-05
USER036,2026-06-05 08:41:00,EVT032,Expo Arquitectura,Cultural,checked_in,2026-06-05
USER037,2026-06-05 11:08:00,EVT032,Expo Arquitectura,Cultural,checked_in,2026-06-05
USER038,2026-06-05 18:29:00,EVT032,Expo Arquitectura,Cultural,checked_in,2026-06-05
USER039,2026-06-05 09:03:00,EVT032,Expo Arquitectura,Cultural,checked_in,2026-06-05
USER040,2026-06-05 10:24:00,EVT032,Expo Arquitectura,Cultural,checked_in,2026-06-05
USER041,2026-06-05 10:13:00,EVT032,Expo Arquitectura,Cultural,checked_in,2026-06-05
USER042,2026-06-05 11:20:00,EVT032,Expo Arquitectura,Cultural,checked_in,2026-06-05
USER043,2026-06-05 10:48:00,EVT032,Expo Arquitectura,Cultural,checked_in,2026-06-05
USER044,2026-06-05 11:17:00,EVT032,Expo Arquitectura,Cultural,checked_in,2026-06-05
USER039,2026-06-05 11:01:00,EVT033,Seminario Inteligencia Artificial,Deportivo,checked_in,2026-06-05
USER040,2026-06-05 16:34:00,EVT033,Seminario Inteligencia Artificial,Deportivo,checked_in,2026-06-05
USER041,2026-06-05 08:22:00,EVT033,Seminario Inteligencia Artificial,Deportivo,checked_in,2026-06-05
USER042,2026-06-05 09:41:00,EVT033,Seminario Inteligencia Artificial,Deportivo,checked_in,2026-06-05
USER043,2026-06-05 08:49:00,EVT033,Seminario Inteligencia Artificial,Deportivo,checked_in,2026-06-05
USER044,2026-06-05 16:02:00,EVT033,Seminario Inteligencia Artificial,Deportivo,checked_in,2026-06-05
USER045,2026-06-05 18:01:00,EVT033,Seminario Inteligencia Artificial,Deportivo,checked_in,2026-06-05
USER046,2026-06-05 09:12:00,EVT033,Seminario Inteligencia Artificial,Deportivo,checked_in,2026-06-05
USER047,2026-06-05 18:01:00,EVT033,Seminario Inteligencia Artificial,Deportivo,checked_in,2026-06-05
USER048,2026-06-05 13:09:00,EVT033,Seminario Inteligencia Artificial,Deportivo,checked_in,2026-06-05
USER097,2026-06-05 09:08:00,EVT033,Seminario Inteligencia Artificial,Deportivo,checked_in,2026-06-05
USER095,2026-06-05 11:42:00,EVT033,Seminario Inteligencia Artificial,Deportivo,checked_in,2026-06-05
USER092,2026-06-05 08:36:00,EVT033,Seminario Inteligencia Artificial,Deportivo,checked_in,2026-06-05
USER043,2026-06-06 09:29:00,EVT034,Charla Ciberseguridad,Emprendimiento,checked_in,2026-06-06
USER044,2026-06-06 16:16:00,EVT034,Charla Ciberseguridad,Emprendimiento,checked_in,2026-06-06
USER045,2026-06-06 18:23:00,EVT034,Charla Ciberseguridad,Emprendimiento,checked_in,2026-06-06
USER046,2026-06-06 09:38:00,EVT034,Charla Ciberseguridad,Emprendimiento,checked_in,2026-06-06
USER047,2026-06-06 13:47:00,EVT034,Charla Ciberseguridad,Emprendimiento,checked_in,2026-06-06
USER048,2026-06-06 16:07:00,EVT034,Charla Ciberseguridad,Emprendimiento,checked_in,2026-06-06
USER049,2026-06-06 18:52:00,EVT034,Charla Ciberseguridad,Emprendimiento,checked_in,2026-06-06
USER050,2026-06-06 09:19:00,EVT034,Charla Ciberseguridad,Emprendimiento,checked_in,2026-06-06
USER051,2026-06-06 08:37:00,EVT034,Charla Ciberseguridad,Emprendimiento,checked_in,2026-06-06
USER052,2026-06-06 08:19:00,EVT034,Charla Ciberseguridad,Emprendimiento,checked_in,2026-06-06
USER047,2026-06-06 13:43:00,EVT035,Foro Humanidades,Recreativo,checked_in,2026-06-06
USER048,2026-06-06 11:25:00,EVT035,Foro Humanidades,Recreativo,checked_in,2026-06-06
USER049,2026-06-06 16:12:00,EVT035,Foro Humanidades,Recreativo,checked_in,2026-06-06
USER050,2026-06-06 08:37:00,EVT035,Foro Humanidades,Recreativo,checked_in,2026-06-06
USER051,2026-06-06 16:53:00,EVT035,Foro Humanidades,Recreativo,checked_in,2026-06-06
USER052,2026-06-06 16:15:00,EVT035,Foro Humanidades,Recreativo,checked_in,2026-06-06
USER053,2026-06-06 08:44:00,EVT035,Foro Humanidades,Recreativo,checked_in,2026-06-06
USER054,2026-06-06 18:19:00,EVT035,Foro Humanidades,Recreativo,checked_in,2026-06-06
USER055,2026-06-06 18:43:00,EVT035,Foro Humanidades,Recreativo,checked_in,2026-06-06
USER056,2026-06-06 13:51:00,EVT035,Foro Humanidades,Recreativo,checked_in,2026-06-06
USER051,2026-06-07 08:50:00,EVT036,Taller Robotica,Academico,checked_in,2026-06-07
USER052,2026-06-07 13:50:00,EVT036,Taller Robotica,Academico,checked_in,2026-06-07
USER053,2026-06-07 08:22:00,EVT036,Taller Robotica,Academico,checked_in,2026-06-07
USER054,2026-06-07 13:27:00,EVT036,Taller Robotica,Academico,checked_in,2026-06-07
USER055,2026-06-07 16:23:00,EVT036,Taller Robotica,Academico,checked_in,2026-06-07
USER056,2026-06-07 08:32:00,EVT036,Taller Robotica,Academico,checked_in,2026-06-07
USER057,2026-06-07 16:21:00,EVT036,Taller Robotica,Academico,checked_in,2026-06-07
USER058,2026-06-07 08:54:00,EVT036,Taller Robotica,Academico,checked_in,2026-06-07
USER059,2026-06-07 11:52:00,EVT036,Taller Robotica,Academico,checked_in,2026-06-07
USER060,2026-06-07 11:06:00,EVT036,Taller Robotica,Academico,checked_in,2026-06-07
USER055,2026-06-07 16:09:00,EVT037,Presentacion Teatro,Cultural,checked_in,2026-06-07
USER056,2026-06-07 11:11:00,EVT037,Presentacion Teatro,Cultural,checked_in,2026-06-07
USER057,2026-06-07 16:33:00,EVT037,Presentacion Teatro,Cultural,checked_in,2026-06-07
USER058,2026-06-07 16:17:00,EVT037,Presentacion Teatro,Cultural,checked_in,2026-06-07
USER059,2026-06-07 13:51:00,EVT037,Presentacion Teatro,Cultural,checked_in,2026-06-07
USER060,2026-06-07 13:49:00,EVT037,Presentacion Teatro,Cultural,checked_in,2026-06-07
USER061,2026-06-07 11:29:00,EVT037,Presentacion Teatro,Cultural,checked_in,2026-06-07
USER062,2026-06-07 11:52:00,EVT037,Presentacion Teatro,Cultural,checked_in,2026-06-07
USER063,2026-06-07 16:37:00,EVT037,Presentacion Teatro,Cultural,checked_in,2026-06-07
USER064,2026-06-07 10:20:00,EVT037,Presentacion Teatro,Cultural,checked_in,2026-06-07
USER097,2026-06-07 18:15:00,EVT037,Presentacion Teatro,Cultural,checked_in,2026-06-07
USER096,2026-06-07 18:05:00,EVT037,Presentacion Teatro,Cultural,checked_in,2026-06-07
USER098,2026-06-07 10:28:00,EVT037,Presentacion Teatro,Cultural,checked_in,2026-06-07
USER059,2026-06-08 09:48:00,EVT038,Clase Abierta,Deportivo,checked_in,2026-06-08
USER060,2026-06-08 11:36:00,EVT038,Clase Abierta,Deportivo,checked_in,2026-06-08
USER061,2026-06-08 13:42:00,EVT038,Clase Abierta,Deportivo,checked_in,2026-06-08
USER062,2026-06-08 11:21:00,EVT038,Clase Abierta,Deportivo,checked_in,2026-06-08
USER063,2026-06-08 08:31:00,EVT038,Clase Abierta,Deportivo,checked_in,2026-06-08
USER064,2026-06-08 18:20:00,EVT038,Clase Abierta,Deportivo,checked_in,2026-06-08
USER065,2026-06-08 09:31:00,EVT038,Clase Abierta,Deportivo,checked_in,2026-06-08
USER066,2026-06-08 09:22:00,EVT038,Clase Abierta,Deportivo,checked_in,2026-06-08
USER067,2026-06-08 18:16:00,EVT038,Clase Abierta,Deportivo,checked_in,2026-06-08
USER068,2026-06-08 10:17:00,EVT038,Clase Abierta,Deportivo,checked_in,2026-06-08
USER063,2026-06-08 13:44:00,EVT039,Festival Deportivo,Emprendimiento,checked_in,2026-06-08
USER064,2026-06-08 10:35:00,EVT039,Festival Deportivo,Emprendimiento,checked_in,2026-06-08
USER065,2026-06-08 08:33:00,EVT039,Festival Deportivo,Emprendimiento,checked_in,2026-06-08
USER066,2026-06-08 09:05:00,EVT039,Festival Deportivo,Emprendimiento,checked_in,2026-06-08
USER067,2026-06-08 09:46:00,EVT039,Festival Deportivo,Emprendimiento,checked_in,2026-06-08
USER068,2026-06-08 11:31:00,EVT039,Festival Deportivo,Emprendimiento,checked_in,2026-06-08
USER069,2026-06-08 13:48:00,EVT039,Festival Deportivo,Emprendimiento,checked_in,2026-06-08
USER070,2026-06-08 09:44:00,EVT039,Festival Deportivo,Emprendimiento,checked_in,2026-06-08
USER071,2026-06-08 11:41:00,EVT039,Festival Deportivo,Emprendimiento,checked_in,2026-06-08
USER072,2026-06-08 16:31:00,EVT039,Festival Deportivo,Emprendimiento,checked_in,2026-06-08
USER067,2026-06-09 11:50:00,EVT040,Encuentro Comunidad,Recreativo,checked_in,2026-06-09
USER068,2026-06-09 08:05:00,EVT040,Encuentro Comunidad,Recreativo,checked_in,2026-06-09
USER069,2026-06-09 10:14:00,EVT040,Encuentro Comunidad,Recreativo,checked_in,2026-06-09
USER070,2026-06-09 11:44:00,EVT040,Encuentro Comunidad,Recreativo,checked_in,2026-06-09
USER071,2026-06-09 09:19:00,EVT040,Encuentro Comunidad,Recreativo,checked_in,2026-06-09
USER072,2026-06-09 16:37:00,EVT040,Encuentro Comunidad,Recreativo,checked_in,2026-06-09
USER073,2026-06-09 10:30:00,EVT040,Encuentro Comunidad,Recreativo,checked_in,2026-06-09
USER074,2026-06-09 13:33:00,EVT040,Encuentro Comunidad,Recreativo,checked_in,2026-06-09
USER075,2026-06-09 10:27:00,EVT040,Encuentro Comunidad,Recreativo,checked_in,2026-06-09
USER076,2026-06-09 16:35:00,EVT040,Encuentro Comunidad,Recreativo,checked_in,2026-06-09
